ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,fator_nome,fator_aspecto,fator_condicionante,fator_area
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,ATITUDE,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,CAPACITAÇÃO E TREINAMENTO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,PLANEJAMENTO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-14.6852777778,-54.2644444444,PARANATINGA,MT,BRASIL,Fora de aerodromo,08/02/2016,19:30:00,SIM,FINALIZADA,A-032/CENIPA/2016,SIM,2018-09-04,2,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-032/CENIPA/2016 - 02,2018-09-04,2018-10-17,2019-04-09,"Atuar junto à empresa Pulveriza Aviação Agrícola LTDA. - ME, a fim de verificar o cumprimento do disposto no Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos processos organizacionais e aos métodos de planejamento gerencial.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTULK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1,PROCESSOS ORGANIZACIONAIS,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
INCIDENTE GRAVE,-23.33222222,-51.13333333,LONDRINA,PR,BRASIL,SBLO,24/01/2016,15:40:00,SIM,FINALIZADA,IG-022/CENIPA/2016,SIM,2017-05-10,1,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,IG-022/CENIPA/2016 - 01,2017-05-02,2017-05-15,2017-10-05,"Realizar gestões junto aos aeroclubes, escolas e centros de formação que empregam aeronaves com trens de pouso convencionais na instrução de voo, fomentando a inserção na grade de atividades educativas de seus SGSO, aulas periódicas sobre aproximações estabilizadas, técnicas de arremetida e correção/mitigação dos efeitos de bouncing e ground looping (cavalo de pau inadvertido), tendo em vista as estatísticas de ocorrências aeronáuticas envolvendo estes modelos de aeronaves.",ADOTADA DE FORMA ALTERNATIVA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PPFGM,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1988.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BAURU,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
INCIDENTE,-24.1647222222,-46.7855555556,ITANHAÉM,SP,BRASIL,SDIM,10/02/2016,13:00:00,SIM,FINALIZADA,I-033/CENIPA/2016,SIM,2017-10-27,2,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,I-033/CENIPA/2016 - 01,2016-02-10,2018-03-08,2019-04-05,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AERONAVE SIKORSKY AIRCRAFT S-76C ACERCA DA FALHA OCORRIDA NO COMPONENTE PITCH CONTROL RODS (PN 76103-05003-042).",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRLDM,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,MERLUZA 1,ITANHAÉM,POUSO,TÁXI AÉREO,LEVE,0,OUTRO FATOR,OUTRO,,OUTRO
INCIDENTE,-24.1647222222,-46.7855555556,ITANHAÉM,SP,BRASIL,SDIM,10/02/2016,13:00:00,SIM,FINALIZADA,I-033/CENIPA/2016,SIM,2017-10-27,2,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,I-033/CENIPA/2016 - 02,2017-10-27,2017-10-27,2022-04-05,"ATUAR JUNTO AO OPERADOR DA AERONAVE, A FIM DE ENFATIZAR O PREVISTO NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO AS EXCEçõES ESTABELECIDAS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS, OU DE SUAS PARTES, DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRLDM,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,MERLUZA 1,ITANHAÉM,POUSO,TÁXI AÉREO,LEVE,0,OUTRO FATOR,OUTRO,,OUTRO
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,CAPACITAÇÃO E TREINAMENTO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,CAPACITAÇÃO E TREINAMENTO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-19.9108333333,-50.2155555556,MESÓPOLIS,SP,BRASIL,Fora de aerodromo,05/02/2016,14:30:00,,FINALIZADA,A-029/CENIPA/2016,SIM,2020-10-29,1,1,SIM,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-029/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTVYJ,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-22.4930555556,-48.505,BARRA BONITA,SP,BRASIL,Fora de aerodromo,19/01/2016,12:00:00,,FINALIZADA,A-014/CENIPA/2016,SIM,2020-10-29,1,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-014/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-21,"Atuar junto à DIRETA AVIAÇÃO AGRÍCOLA LTDA., no sentido de reforçar a importância de uma supervisão gerencial adequada nos serviços de planejamento e execução nos âmbitos administrativo, técnico e operacional, no que tange ao controle das especificações do combustível utilizado em suas aeronaves.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTUTQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,PEDERNEIRAS,FORA DE AERODROMO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-21.7055555556,-46.9922222222,ITOBI,SP,BRASIL,Fora de aerodromo,21/01/2016,14:15:00,SIM,FINALIZADA,A-018/CENIPA/2016,SIM,2021-07-21,3,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-018/CENIPA/2016 - 01,2021-07-21,2021-08-18,2022-02-14,"Atuar junto à OM Cruzeiro do Sul Aviação Ltda., no intuito de verificar a adequação dos processos de manutenção realizados pela empresa, bem como o eficiente funcionamento de sistemas que visem ao gerenciamento da segurança operacional e à gestão da qualidade.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRJLA,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1996,1.0,1979.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,CASA BRANCA,CASA BRANCA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-21.7055555556,-46.9922222222,ITOBI,SP,BRASIL,Fora de aerodromo,21/01/2016,14:15:00,SIM,FINALIZADA,A-018/CENIPA/2016,SIM,2021-07-21,3,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-018/CENIPA/2020 - 02,2021-07-21,2021-08-18,2022-02-14,"Atuar junto à OM Tangará Aerocenter, com o propósito de verificar a adequação dos processos de manutenção realizados pela empresa, assim como o eficiente funcionamento de sistemas que visem ao gerenciamento da segurança operacional e à gestão da qualidade.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRJLA,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1996,1.0,1979.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,CASA BRANCA,CASA BRANCA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-21.7055555556,-46.9922222222,ITOBI,SP,BRASIL,Fora de aerodromo,21/01/2016,14:15:00,SIM,FINALIZADA,A-018/CENIPA/2016,SIM,2021-07-21,3,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-018/CENIPA/2020 - 03,2021-07-21,2021-08-18,2021-09-15,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os mantenedores acerca dos riscos relacionados aos procedimentos de retífica de motores e na condução inadequada dos serviços de manutenção.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRJLA,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1996,1.0,1979.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,CASA BRANCA,CASA BRANCA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
INCIDENTE GRAVE,-23.14111111,-53.51361111,QUERÊNCIA DO NORTE,PR,BRASIL,Fora de aerodromo,18/01/2016,21:25:00,SIM,FINALIZADA,IG-013/CENIPA/2016,SIM,2018-12-04,1,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,IG-013/CENIPA/2016 - 01,2018-12-04,2018-12-14,2023-04-02,"Acompanhar a pesquisa realizada pela Pratt & Whitney Canada (P&WC), a fim de verificar a necessidade de emissão de ações corretivas, visando assegurar-se do atendimentoadequado dos requisitos de aeronavegabilidade aplicáveis.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRCVL,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,2009.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,NENHUM,0,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.21416667,-51.18583333,LONDRINA,PR,BRASIL,SSOK,20/01/2016,19:10:00,SIM,FINALIZADA,A-016/CENIPA/2016,SIM,2019-01-29,2,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-016/CENIPA/2016 - 01,2019-01-29,2019-02-25,2020-01-29,"Atuar junto à VIAGRO Vidotti Agro Aérea Ltda., visando garantir a conformidade em relação ao cumprimento das intervenções de manutenção nas aeronaves de sua frota, bem como seus respectivos registros em consonância com a legislação em vigor.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTWFX,AVIÃO,AIR TRACTOR,AT-401B,AT3P,PISTÃO,MONOMOTOR,2722,2722,1.0,1995.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,14 BIS,FAZENDA VISTA BONITA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,6,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.21416667,-51.18583333,LONDRINA,PR,BRASIL,SSOK,20/01/2016,19:10:00,SIM,FINALIZADA,A-016/CENIPA/2016,SIM,2019-01-29,2,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-016/CENIPA/2016 - 01,2019-01-29,2019-02-25,2020-01-29,"Atuar junto à VIAGRO Vidotti Agro Aérea Ltda., visando garantir a conformidade em relação ao cumprimento das intervenções de manutenção nas aeronaves de sua frota, bem como seus respectivos registros em consonância com a legislação em vigor.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTWFX,AVIÃO,AIR TRACTOR,AT-401B,AT3P,PISTÃO,MONOMOTOR,2722,2722,1.0,1995.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,14 BIS,FAZENDA VISTA BONITA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,6,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.21416667,-51.18583333,LONDRINA,PR,BRASIL,SSOK,20/01/2016,19:10:00,SIM,FINALIZADA,A-016/CENIPA/2016,SIM,2019-01-29,2,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,A-016/CENIPA/2016 - 01,2019-01-29,2019-02-25,2020-01-29,"Atuar junto à VIAGRO Vidotti Agro Aérea Ltda., visando garantir a conformidade em relação ao cumprimento das intervenções de manutenção nas aeronaves de sua frota, bem como seus respectivos registros em consonância com a legislação em vigor.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PTWFX,AVIÃO,AIR TRACTOR,AT-401B,AT3P,PISTÃO,MONOMOTOR,2722,2722,1.0,1995.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,14 BIS,FAZENDA VISTA BONITA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,6,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL
